label,score
contradiction,0.9986346364021301
entailment,0.7752494215965271
entailment,0.9744511842727661
contradiction,0.9959661960601807
contradiction,0.8101471066474915
contradiction,0.9994956254959106
contradiction,0.9998555183410645
contradiction,0.9992285966873169
entailment,0.9920260310173035
contradiction,0.9987671375274658
contradiction,0.9996395111083984
entailment,0.8528180122375488
contradiction,0.9997616410255432
contradiction,0.9991937279701233
contradiction,0.9981556534767151
contradiction,0.9372486472129822
contradiction,0.9995144605636597
contradiction,0.9992629885673523
contradiction,0.9973088502883911
contradiction,0.9368585348129272
neutral,0.9920161962509155
contradiction,0.9994102716445923
contradiction,0.9995583891868591
neutral,0.9871466159820557
contradiction,0.9963668584823608
contradiction,0.9952119588851929
contradiction,0.9994564652442932
contradiction,0.9994839429855347
neutral,0.8131682872772217
entailment,0.8619482517242432
entailment,0.9969207048416138
entailment,0.5339429378509521
neutral,0.8614383339881897
neutral,0.8705060482025146
neutral,0.6771121025085449
contradiction,0.9997382760047913
neutral,0.6587836146354675
neutral,0.8605805039405823
neutral,0.9646551012992859
contradiction,0.8475404381752014
neutral,0.7422599792480469
neutral,0.9948603510856628
contradiction,0.9965774416923523
neutral,0.8913643956184387
contradiction,0.9976702332496643
contradiction,0.9995255470275879
entailment,0.9762603640556335
contradiction,0.9988904595375061
neutral,0.5882975459098816
contradiction,0.9950188398361206
neutral,0.9862707853317261
neutral,0.997277557849884
contradiction,0.9993314743041992
neutral,0.8485177159309387
neutral,0.5789535045623779
contradiction,0.9968728423118591
contradiction,0.9997218251228333
contradiction,0.9987419247627258
neutral,0.8580553531646729
neutral,0.9987418055534363
entailment,0.9920496344566345
contradiction,0.9989847540855408
contradiction,0.8902174234390259
contradiction,0.9989884495735168
contradiction,0.9363395571708679
entailment,0.7485378980636597
neutral,0.9516268968582153
neutral,0.9815260171890259
contradiction,0.9831640124320984
contradiction,0.9986515641212463
contradiction,0.9989497065544128
entailment,0.977543294429779
contradiction,0.9990284442901611
contradiction,0.9975162744522095
contradiction,0.9521514177322388
contradiction,0.9996551275253296
entailment,0.9732357263565063
contradiction,0.9378862977027893
neutral,0.9974942207336426
contradiction,0.9366843700408936
neutral,0.9730998277664185
contradiction,0.990215539932251
contradiction,0.97125643491745
neutral,0.9033994674682617
entailment,0.9365646243095398
entailment,0.730315089225769
contradiction,0.7950030565261841
contradiction,0.9991384744644165
neutral,0.993043839931488
contradiction,0.9810745120048523
contradiction,0.9962652325630188
neutral,0.9949809908866882
contradiction,0.6961936950683594
contradiction,0.9815124273300171
entailment,0.9880528450012207
contradiction,0.997443675994873
neutral,0.9987086057662964
contradiction,0.9995166063308716
contradiction,0.9978111386299133
neutral,0.5600019097328186
neutral,0.7772824764251709
neutral,0.9677613973617554
contradiction,0.5527514815330505
neutral,0.6260855793952942
contradiction,0.9995821118354797
neutral,0.9985149502754211
entailment,0.9448457360267639
entailment,0.9929941296577454
contradiction,0.999869704246521
neutral,0.9907392263412476
contradiction,0.9995951056480408
contradiction,0.9989675283432007
neutral,0.8219990730285645
contradiction,0.9996445178985596
contradiction,0.8970237970352173
entailment,0.9148821830749512
contradiction,0.999862790107727
neutral,0.6932380795478821
neutral,0.8187965750694275
entailment,0.8625586628913879
neutral,0.9901925325393677
neutral,0.770279586315155
contradiction,0.9164860844612122
contradiction,0.9991669654846191
contradiction,0.9993946552276611
contradiction,0.9987305998802185
entailment,0.985948920249939
contradiction,0.7886826992034912
contradiction,0.9997476935386658
contradiction,0.9454676508903503
contradiction,0.9944227337837219
neutral,0.9845830202102661
contradiction,0.9399726390838623
neutral,0.997946560382843
neutral,0.9717215895652771
entailment,0.5399786829948425
neutral,0.9692925810813904
neutral,0.9387393593788147
contradiction,0.9996449947357178
contradiction,0.9998880624771118
neutral,0.6480685472488403
neutral,0.5947765111923218
contradiction,0.9987432360649109
contradiction,0.8563235402107239
contradiction,0.9979814291000366
contradiction,0.9989976286888123
contradiction,0.9980225563049316
neutral,0.9912336468696594
contradiction,0.9940755367279053
neutral,0.7642605900764465
neutral,0.9971440434455872
contradiction,0.999763548374176
contradiction,0.9998365640640259
entailment,0.8464252352714539
contradiction,0.9925792813301086
entailment,0.6900618076324463
contradiction,0.9937697052955627
entailment,0.9859841465950012
neutral,0.9652888178825378
neutral,0.7245396971702576
neutral,0.9910234212875366
contradiction,0.9993031024932861
contradiction,0.9971842169761658
contradiction,0.9998257756233215
contradiction,0.9992334842681885
contradiction,0.9792888760566711
contradiction,0.9997259974479675
contradiction,0.9996455907821655
contradiction,0.8189218640327454
contradiction,0.9964970946311951
entailment,0.9952346682548523
contradiction,0.987261950969696
entailment,0.9195995330810547
neutral,0.9955987930297852
neutral,0.9759284853935242
contradiction,0.9519492387771606
entailment,0.9633611440658569
contradiction,0.9994022846221924
contradiction,0.9985823631286621
contradiction,0.9993187189102173
contradiction,0.9458111524581909
neutral,0.8732315301895142
contradiction,0.999692440032959
neutral,0.8210968375205994
contradiction,0.9994454979896545
neutral,0.9934850335121155
contradiction,0.9927549958229065
neutral,0.9961913824081421
neutral,0.9970335960388184
contradiction,0.9994470477104187
contradiction,0.9789952635765076
contradiction,0.9948156476020813
contradiction,0.7250033617019653
contradiction,0.9989446997642517
contradiction,0.9980447292327881
contradiction,0.9980748891830444
contradiction,0.988191545009613
neutral,0.9855527281761169
contradiction,0.9237646460533142
contradiction,0.9991278052330017
contradiction,0.9997506737709045
contradiction,0.9963679313659668
contradiction,0.9992085099220276
contradiction,0.8766449689865112
contradiction,0.9995588660240173
neutral,0.943473756313324
contradiction,0.9186113476753235
contradiction,0.9856669306755066
contradiction,0.9966559410095215
neutral,0.9493653178215027
contradiction,0.9997051358222961
contradiction,0.9986720085144043
entailment,0.9130511283874512
contradiction,0.999811589717865
entailment,0.4605250656604767
contradiction,0.9997621178627014
contradiction,0.9974763989448547
neutral,0.9953829646110535
contradiction,0.998681366443634
contradiction,0.9992148876190186
contradiction,0.999592125415802
neutral,0.9069200754165649
entailment,0.9570000767707825
contradiction,0.9989467263221741
contradiction,0.9996544122695923
neutral,0.9939119815826416
neutral,0.9654273390769958
contradiction,0.9934932589530945
entailment,0.9560565948486328
contradiction,0.9871078133583069
neutral,0.950977623462677
contradiction,0.9989301562309265
contradiction,0.94218909740448
contradiction,0.9728336334228516
contradiction,0.9997308850288391
contradiction,0.9543258547782898
contradiction,0.9973481893539429
contradiction,0.9284841418266296
contradiction,0.9788251519203186
neutral,0.9840121269226074
entailment,0.627399742603302
contradiction,0.494204580783844
contradiction,0.9996110796928406
contradiction,0.9839486479759216
neutral,0.9974079728126526
contradiction,0.9997139573097229
neutral,0.9831200838088989
neutral,0.8429140448570251
contradiction,0.9979074001312256
contradiction,0.9990569949150085
contradiction,0.9995143413543701
contradiction,0.866935670375824
neutral,0.9055283069610596
contradiction,0.9987931251525879
contradiction,0.9996341466903687
contradiction,0.9959583878517151
entailment,0.9953973889350891
entailment,0.8253446817398071
contradiction,0.9978869557380676
neutral,0.8429251313209534
contradiction,0.9923531413078308
contradiction,0.8932459950447083
contradiction,0.9985331296920776
neutral,0.729931116104126
neutral,0.982390284538269
contradiction,0.975403904914856
contradiction,0.99980229139328
entailment,0.9954516291618347
contradiction,0.9884890913963318
contradiction,0.9985345602035522
contradiction,0.9994913339614868
contradiction,0.9996688365936279
contradiction,0.9986163377761841
neutral,0.9796032309532166
neutral,0.9609110355377197
neutral,0.9977693557739258
contradiction,0.9980844259262085
contradiction,0.9928387999534607
neutral,0.6021525859832764
contradiction,0.9993983507156372
contradiction,0.8673087954521179
entailment,0.9838517308235168
contradiction,0.9989665746688843
neutral,0.9787523150444031
contradiction,0.9988993406295776
contradiction,0.9991581439971924
neutral,0.4709727168083191
contradiction,0.999750554561615
neutral,0.9013872146606445
neutral,0.9568581581115723
neutral,0.9435201287269592
contradiction,0.9997678399085999
neutral,0.9892303347587585
contradiction,0.9955131411552429
neutral,0.9678601026535034
contradiction,0.911137044429779
contradiction,0.6667559146881104
entailment,0.4496642053127289
entailment,0.9959171414375305
contradiction,0.9993844032287598
contradiction,0.9972562193870544
entailment,0.6851489543914795
contradiction,0.9997367262840271
contradiction,0.9984766840934753
contradiction,0.9639992713928223
contradiction,0.9725841283798218
contradiction,0.9954946041107178
contradiction,0.9988825917243958
entailment,0.9232687950134277
neutral,0.9963083863258362
contradiction,0.9915866851806641
neutral,0.9975643157958984
neutral,0.9959583878517151
contradiction,0.9821332097053528
contradiction,0.9992669224739075
contradiction,0.9996640682220459
entailment,0.9815918207168579
contradiction,0.5988544225692749
contradiction,0.8726984858512878
neutral,0.967620849609375
neutral,0.9962324500083923
neutral,0.9981012940406799
contradiction,0.9996540546417236
contradiction,0.9984857439994812
contradiction,0.9755710959434509
contradiction,0.9968084692955017
contradiction,0.9991149306297302
contradiction,0.9815621972084045
contradiction,0.570351779460907
contradiction,0.9952290058135986
contradiction,0.9980040192604065
contradiction,0.9994578957557678
contradiction,0.9998490810394287
contradiction,0.9528899192810059
contradiction,0.9991973042488098
contradiction,0.9997571110725403
contradiction,0.9993600249290466
entailment,0.9922630786895752
neutral,0.9286966919898987
contradiction,0.9940119385719299
contradiction,0.998837411403656
contradiction,0.9974961876869202
contradiction,0.999134361743927
entailment,0.8114953637123108
contradiction,0.9981203675270081
neutral,0.9893727898597717
neutral,0.9142630696296692
entailment,0.5794585943222046
contradiction,0.9996199607849121
contradiction,0.7529813647270203
contradiction,0.9993683695793152
contradiction,0.9846439361572266
contradiction,0.8800361156463623
contradiction,0.9992825388908386
contradiction,0.998150646686554
neutral,0.607674241065979
neutral,0.7241984009742737
contradiction,0.9987359642982483
contradiction,0.930696964263916
contradiction,0.9909546971321106
contradiction,0.9951842427253723
contradiction,0.9973878264427185
neutral,0.9194623231887817
neutral,0.9975443482398987
contradiction,0.9997443556785583
neutral,0.9712653160095215
contradiction,0.9974068999290466
neutral,0.9768456220626831
neutral,0.9977229237556458
entailment,0.7595611214637756
contradiction,0.9988963603973389
contradiction,0.9969396591186523
neutral,0.9651780128479004
neutral,0.8709582090377808
contradiction,0.9996650218963623
contradiction,0.9906005859375
neutral,0.4815758764743805
neutral,0.9630506038665771
neutral,0.6263121366500854
contradiction,0.9775724411010742
neutral,0.9817905426025391
contradiction,0.9997491240501404
neutral,0.9759511947631836
entailment,0.9817436933517456
neutral,0.9981974959373474
neutral,0.9402308464050293
contradiction,0.9991443157196045
contradiction,0.984955370426178
contradiction,0.9990872144699097
neutral,0.6234543919563293
contradiction,0.9941347241401672
contradiction,0.9987109899520874
entailment,0.9413995742797852
contradiction,0.9995373487472534
neutral,0.963706374168396
contradiction,0.9988976716995239
contradiction,0.9805887341499329
contradiction,0.9994925260543823
contradiction,0.9979808926582336
contradiction,0.9936075210571289
contradiction,0.5040407776832581
contradiction,0.9996945858001709
contradiction,0.9997168183326721
contradiction,0.9990398287773132
contradiction,0.9955412745475769
contradiction,0.9996538162231445
neutral,0.9588629603385925
contradiction,0.5661415457725525
contradiction,0.9971588850021362
entailment,0.8422672748565674
contradiction,0.7067005038261414
entailment,0.9759431481361389
contradiction,0.9998089671134949
contradiction,0.9995668530464172
contradiction,0.9996432065963745
contradiction,0.9322862029075623
neutral,0.689755916595459
contradiction,0.9567960500717163
entailment,0.9598993062973022
entailment,0.9896063208580017
contradiction,0.9959596991539001
contradiction,0.9847204685211182
entailment,0.9509320259094238
contradiction,0.8785147666931152
contradiction,0.9993597865104675
contradiction,0.9610005021095276
contradiction,0.9995966553688049
contradiction,0.9990092515945435
contradiction,0.9883571267127991
contradiction,0.9680822491645813
contradiction,0.9940630793571472
neutral,0.9962641596794128
contradiction,0.9828665852546692
contradiction,0.7235206365585327
contradiction,0.9997169375419617
neutral,0.9787330031394958
entailment,0.9798643589019775
neutral,0.9386417865753174
neutral,0.9007948637008667
neutral,0.9964162111282349
neutral,0.764746904373169
contradiction,0.9891390204429626
entailment,0.8543012738227844
neutral,0.5322449207305908
contradiction,0.9990168809890747
contradiction,0.9980425834655762
contradiction,0.5879719853401184
contradiction,0.9977259039878845
contradiction,0.9994789958000183
entailment,0.9937077760696411
contradiction,0.5950407981872559
neutral,0.9580656290054321
contradiction,0.9989288449287415
contradiction,0.9995965361595154
contradiction,0.9995028972625732
contradiction,0.9962432384490967
contradiction,0.9983600974082947
contradiction,0.9651163816452026
neutral,0.9664610028266907
contradiction,0.9792091846466064
neutral,0.9332181215286255
entailment,0.8717677593231201
contradiction,0.9991095662117004
neutral,0.9732019901275635
contradiction,0.9348663091659546
entailment,0.610077440738678
contradiction,0.9998257756233215
contradiction,0.9994482398033142
neutral,0.8294156789779663
entailment,0.7463396191596985
contradiction,0.9994565844535828
contradiction,0.9825981259346008
contradiction,0.9975749850273132
contradiction,0.9984886646270752
neutral,0.9870281219482422
neutral,0.9509461522102356
contradiction,0.9992269277572632
contradiction,0.9996720552444458
contradiction,0.9052536487579346
neutral,0.9570729732513428
contradiction,0.9993388056755066
neutral,0.9884083867073059
contradiction,0.9985542893409729
contradiction,0.9924818873405457
contradiction,0.9993624091148376
contradiction,0.9997445940971375
neutral,0.9166278839111328
contradiction,0.5906946063041687
contradiction,0.9998226761817932
contradiction,0.9961768388748169
contradiction,0.9802032709121704
neutral,0.9991650581359863
neutral,0.9813993573188782
neutral,0.9811313152313232
contradiction,0.9997525811195374
contradiction,0.9996215105056763
contradiction,0.7849031686782837
entailment,0.868703305721283
contradiction,0.9995163679122925
neutral,0.7363380789756775
entailment,0.9866167306900024
contradiction,0.9996154308319092
contradiction,0.967505693435669
neutral,0.9861953258514404
contradiction,0.9992156028747559
contradiction,0.9981535077095032
contradiction,0.9978324770927429
contradiction,0.9997852444648743
contradiction,0.9995388984680176
contradiction,0.9991768002510071
contradiction,0.9996813535690308
contradiction,0.6739461421966553
neutral,0.9955905675888062
contradiction,0.9982835054397583
neutral,0.9844681620597839
contradiction,0.9986155033111572
entailment,0.5001481175422668
contradiction,0.9997180104255676
neutral,0.9970184564590454
neutral,0.890751838684082
entailment,0.4442939758300781
neutral,0.46398046612739563
contradiction,0.9976454377174377
contradiction,0.9777684807777405
contradiction,0.995254397392273
contradiction,0.9971112012863159
entailment,0.9560273289680481
entailment,0.9714817404747009
contradiction,0.8294095993041992
contradiction,0.9995262622833252
neutral,0.9996030926704407
neutral,0.9536907076835632
entailment,0.9669217467308044
contradiction,0.904579222202301
entailment,0.4406436085700989
neutral,0.7561997175216675
neutral,0.7347567677497864
contradiction,0.5563615560531616
contradiction,0.9962072372436523
neutral,0.8733420968055725
neutral,0.9958813190460205
contradiction,0.9997561573982239
contradiction,0.9986953139305115
neutral,0.9806565642356873
neutral,0.4882409870624542
entailment,0.9942201375961304
contradiction,0.999305248260498
contradiction,0.9903805255889893
neutral,0.849699854850769
contradiction,0.9915414452552795
contradiction,0.9974662065505981
neutral,0.869601845741272
contradiction,0.9897185564041138
contradiction,0.848089873790741
contradiction,0.9994760155677795
contradiction,0.9995347261428833
neutral,0.9246758222579956
neutral,0.9728215336799622
neutral,0.9781532287597656
neutral,0.9977737069129944
neutral,0.9965901374816895
neutral,0.7222442626953125
contradiction,0.9989867806434631
contradiction,0.9991732239723206
contradiction,0.9995450377464294
contradiction,0.9993799924850464
entailment,0.6396453976631165
neutral,0.9984954595565796
neutral,0.979241669178009
neutral,0.5607525110244751
neutral,0.8056967854499817
contradiction,0.9997636675834656
entailment,0.9885135293006897
contradiction,0.9939471483230591
contradiction,0.7354680895805359
contradiction,0.9990355968475342
entailment,0.9887136220932007
contradiction,0.985270619392395
neutral,0.9992882609367371
contradiction,0.9492302536964417
neutral,0.9202277064323425
entailment,0.9702118635177612
contradiction,0.9998375177383423
neutral,0.7655901908874512
neutral,0.9473645687103271
entailment,0.9911724925041199
neutral,0.899125874042511
contradiction,0.9984446167945862
contradiction,0.998965859413147
contradiction,0.995672881603241
neutral,0.6650177240371704
entailment,0.7211880087852478
contradiction,0.9982345104217529
contradiction,0.9974846839904785
neutral,0.665886640548706
neutral,0.9611234664916992
contradiction,0.9934090375900269
entailment,0.6501581072807312
contradiction,0.9997789263725281
neutral,0.9952318072319031
entailment,0.9905346035957336
contradiction,0.9998477697372437
neutral,0.8017864227294922
neutral,0.6281607151031494
neutral,0.7533186674118042
contradiction,0.9970899820327759
contradiction,0.9996745586395264
contradiction,0.9688110947608948
contradiction,0.7667572498321533
neutral,0.9730715155601501
contradiction,0.9969077706336975
neutral,0.9730719327926636
entailment,0.9639630317687988
neutral,0.9096251130104065
neutral,0.9919278621673584
contradiction,0.9997130036354065
contradiction,0.9990304708480835
contradiction,0.9992356300354004
neutral,0.9830576777458191
neutral,0.9579815864562988
neutral,0.5333645939826965
entailment,0.9530073404312134
contradiction,0.9996789693832397
entailment,0.9619813561439514
neutral,0.9436490535736084
contradiction,0.9991647005081177
neutral,0.9870074391365051
contradiction,0.9930993318557739
contradiction,0.9997705817222595
entailment,0.6268066167831421
neutral,0.8973341584205627
neutral,0.9798065423965454
contradiction,0.9838778972625732
neutral,0.8345009684562683
neutral,0.8544347286224365
contradiction,0.9989843964576721
contradiction,0.9996274709701538
contradiction,0.9994171857833862
contradiction,0.9997193217277527
neutral,0.9902599453926086
contradiction,0.9664514064788818
contradiction,0.9997251629829407
contradiction,0.996547281742096
entailment,0.9704967737197876
contradiction,0.9997885823249817
contradiction,0.9932500123977661
contradiction,0.987248957157135
contradiction,0.9981862902641296
neutral,0.6278950572013855
contradiction,0.9984294772148132
contradiction,0.9995470643043518
contradiction,0.999715268611908
neutral,0.9928060173988342
contradiction,0.9998239874839783
contradiction,0.9992396831512451
contradiction,0.9241887331008911
contradiction,0.930773138999939
contradiction,0.9944549202919006
contradiction,0.9994971752166748
neutral,0.9958456158638
contradiction,0.999724805355072
contradiction,0.9997832179069519
contradiction,0.9996248483657837
contradiction,0.9899060130119324
contradiction,0.9807888865470886
entailment,0.9949219822883606
contradiction,0.995558500289917
contradiction,0.9916679859161377
neutral,0.9450411796569824
contradiction,0.9996254444122314
contradiction,0.9993467926979065
entailment,0.6123530864715576
contradiction,0.9981285929679871
entailment,0.9928596019744873
contradiction,0.9982568621635437
neutral,0.896569550037384
contradiction,0.9992223978042603
contradiction,0.9996469020843506
entailment,0.6300944089889526
entailment,0.9785858392715454
contradiction,0.998581051826477
entailment,0.94336998462677
neutral,0.987820029258728
contradiction,0.9997656941413879
contradiction,0.6386780142784119
contradiction,0.9995083808898926
contradiction,0.994886577129364
contradiction,0.9997308850288391
contradiction,0.9974397420883179
contradiction,0.938317060470581
entailment,0.9126037359237671
neutral,0.5517399311065674
neutral,0.8551287651062012
contradiction,0.9993544220924377
neutral,0.43109333515167236
contradiction,0.9998151659965515
contradiction,0.9983299374580383
neutral,0.5867860913276672
neutral,0.9920382499694824
contradiction,0.9943907856941223
contradiction,0.9973479509353638
neutral,0.9914281964302063
entailment,0.8488009572029114
contradiction,0.998075008392334
neutral,0.8353579640388489
neutral,0.885600745677948
entailment,0.835761308670044
neutral,0.9977620840072632
neutral,0.8681462407112122
contradiction,0.9982717037200928
neutral,0.9849398732185364
neutral,0.8991533517837524
entailment,0.9882605075836182
contradiction,0.9996373653411865
neutral,0.6904891729354858
contradiction,0.9994497895240784
contradiction,0.9997681975364685
contradiction,0.9996582269668579
entailment,0.927301824092865
contradiction,0.9891062378883362
contradiction,0.9975436329841614
contradiction,0.9995571970939636
entailment,0.5719380378723145
neutral,0.8709176182746887
neutral,0.9971978664398193
contradiction,0.8107497692108154
contradiction,0.9921008944511414
contradiction,0.9992375373840332
contradiction,0.9868864417076111
contradiction,0.9935933947563171
contradiction,0.6348511576652527
entailment,0.9847334027290344
entailment,0.9806089997291565
contradiction,0.9989854693412781
contradiction,0.9995183944702148
contradiction,0.9944232106208801
entailment,0.8714816570281982
neutral,0.9697750210762024
contradiction,0.9997844099998474
entailment,0.5007182359695435
entailment,0.9905693531036377
contradiction,0.9992176294326782
contradiction,0.8904732465744019
neutral,0.6896283626556396
contradiction,0.9964700937271118
contradiction,0.9998186230659485
neutral,0.8576981425285339
neutral,0.9906783103942871
contradiction,0.999530553817749
contradiction,0.9925341606140137
neutral,0.9758042693138123
contradiction,0.9952265024185181
neutral,0.8748617172241211
contradiction,0.9984051585197449
neutral,0.9865140318870544
contradiction,0.999853253364563
neutral,0.9863932728767395
neutral,0.8813852667808533
contradiction,0.9995125532150269
contradiction,0.9737321734428406
entailment,0.9922325611114502
entailment,0.724044919013977
contradiction,0.9994173049926758
contradiction,0.9972712397575378
neutral,0.9817473292350769
neutral,0.8589465022087097
neutral,0.9164837598800659
contradiction,0.9998138546943665
entailment,0.9878124594688416
neutral,0.9634217023849487
contradiction,0.99177086353302
contradiction,0.9998005032539368
contradiction,0.9985858201980591
contradiction,0.9892316460609436
entailment,0.9909837245941162
contradiction,0.9981694221496582
contradiction,0.9992202520370483
contradiction,0.997481644153595
contradiction,0.9965448975563049
neutral,0.9417827725410461
contradiction,0.8904383778572083
contradiction,0.9995160102844238
entailment,0.9916157126426697
contradiction,0.9967227578163147
neutral,0.7979968786239624
neutral,0.9684857130050659
entailment,0.9552247524261475
neutral,0.9963709115982056
neutral,0.9866020679473877
neutral,0.9822208285331726
contradiction,0.9984306693077087
contradiction,0.6226708889007568
contradiction,0.9994563460350037
contradiction,0.9994366765022278
neutral,0.9854854941368103
entailment,0.9872064590454102
contradiction,0.9827773571014404
neutral,0.9200448393821716
entailment,0.5462871789932251
entailment,0.993463397026062
contradiction,0.9962588548660278
neutral,0.9807524085044861
neutral,0.9702871441841125
entailment,0.9843148589134216
contradiction,0.9643762111663818
neutral,0.5437777638435364
neutral,0.8027166128158569
neutral,0.9808782339096069
contradiction,0.9996689558029175
contradiction,0.9996098875999451
contradiction,0.6142169833183289
contradiction,0.9997197985649109
contradiction,0.9994087219238281
contradiction,0.9849706292152405
contradiction,0.998730480670929
contradiction,0.999693751335144
neutral,0.8349536061286926
contradiction,0.9231908917427063
contradiction,0.71795654296875
entailment,0.6793513298034668
contradiction,0.8263068795204163
contradiction,0.9995792508125305
contradiction,0.9992057681083679
neutral,0.9053919911384583
contradiction,0.9548273682594299
neutral,0.9833970665931702
contradiction,0.4983997941017151
contradiction,0.8542636632919312
entailment,0.9878996014595032
entailment,0.9853825569152832
contradiction,0.9989814162254333
contradiction,0.9995390176773071
neutral,0.9395580291748047
neutral,0.9669222235679626
neutral,0.9899145364761353
neutral,0.9300336837768555
contradiction,0.9989664554595947
contradiction,0.9799609780311584
contradiction,0.9998130202293396
contradiction,0.9998328685760498
contradiction,0.9988889098167419
neutral,0.933979332447052
neutral,0.7286871075630188
entailment,0.5682401657104492
entailment,0.9921817779541016
contradiction,0.9996155500411987
contradiction,0.9993879795074463
neutral,0.815955638885498
neutral,0.9987561702728271
neutral,0.9870221018791199
neutral,0.8849297165870667
neutral,0.9902999401092529
neutral,0.9986401200294495
contradiction,0.8967947959899902
contradiction,0.9996498823165894
neutral,0.9737695455551147
contradiction,0.9992823004722595
neutral,0.5453575253486633
contradiction,0.9786490797996521
contradiction,0.9943587183952332
contradiction,0.999789297580719
neutral,0.8251434564590454
neutral,0.8737545609474182
neutral,0.9628388285636902
contradiction,0.9984750151634216
contradiction,0.9990642666816711
neutral,0.9045435190200806
neutral,0.6088483929634094
contradiction,0.9990888833999634
contradiction,0.9989497065544128
neutral,0.9372304677963257
contradiction,0.6534180641174316
contradiction,0.8559362292289734
contradiction,0.9987164735794067
entailment,0.8944706916809082
neutral,0.9983125925064087
neutral,0.6414934396743774
contradiction,0.99937903881073
contradiction,0.9889416098594666
contradiction,0.9894195795059204
contradiction,0.7748772501945496
contradiction,0.9966565370559692
neutral,0.9990156888961792
contradiction,0.8997640013694763
contradiction,0.9888080954551697
contradiction,0.9988901019096375
contradiction,0.9976020455360413
contradiction,0.9983218312263489
entailment,0.8952218890190125
contradiction,0.9988676309585571
contradiction,0.9992300271987915
entailment,0.8040482401847839
contradiction,0.9997778534889221
neutral,0.5610132813453674
contradiction,0.9979640245437622
neutral,0.8680101633071899
